perfil,velocidade_kmh,frequencia_ghz,erro_estimativa,guard_band_sigma,tempo_coerencia_ms,freq_doppler_hz,correlacao_temporal,snr_db,ber,kdr
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,5.0,11.668503937007873,27.576377952755905
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,7.0,8.125196850393701,14.043307086614174
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,9.0,5.531496062992126,2.9708661417322832
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,11.0,3.704724409448819,0.3110236220472441
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,13.0,2.3653543307086613,0.0
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,15.0,1.5307086614173229,0.0
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,17.0,0.9393700787401574,0.0
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,19.0,0.6149606299212599,0.0
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,21.0,0.45433070866141734,0.0
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,23.0,0.2637795275590551,0.0
drone,40.0,2.4,0.3,0.35,2.0143047485068006,88.88888888888889,0.6086881511770079,25.0,0.15511811023622046,0.0
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,-5.0,36.06456692913386,42.96141732283465
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,-3.0,30.944094488188977,40.5
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,-1.0,25.53700787401575,37.89527559055118
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,1.0,20.006299212598424,34.94645669291339
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,3.0,14.911023622047244,31.968503937007874
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,5.0,10.724409448818898,25.1244094488189
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,7.0,7.4015748031496065,10.34015748031496
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,9.0,4.996062992125984,1.2464566929133858
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,11.0,3.311023622047244,0.1110236220472441
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,13.0,2.1566929133858266,0.0
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,15.0,1.4496062992125984,0.0
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,17.0,0.8937007874015748,0.0
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,19.0,0.6267716535433071,0.0
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,21.0,0.39763779527559057,0.0
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,23.0,0.23070866141732282,0.0
nb_iot,10.0,0.9,0.12,0.5,21.485917317405868,8.333333333333334,0.9545243614701432,25.0,0.13700787401574804,0.0
