guard_band_sigma,kdr_bob,bmr_bob,ber_eve_raw,ber_eve_pos_bch,taxa_bits_bps,percentual_descartado,correlacao_h_bob,correlacao_h_eve
0.0,0.0,2.725984251968504,49.89291338582677,49.95354330708661,127000.0,0.0,0.9092868118132367,0.0010473348186486615
0.1,0.0,2.710236220472441,49.97066929133858,49.97362204724409,118414.01512805543,6.760618009405173,0.9091592505950105,-0.0011280201269815706
0.3,0.029921259842519685,2.7409448818897637,49.98293963254593,50.06299212598425,102944.19923821375,18.941575402981293,0.9089056743349839,0.0004089886844301588
0.5,0.0,2.7338582677165353,49.86551181102362,49.756535433070866,89495.38739427661,29.531191028128656,0.9091542206343206,-0.0002930398501735517
0.7,0.03385826771653543,2.7913385826771653,49.6248031496063,49.89763779527559,77803.55206142085,38.73736058155839,0.9092902491979783,0.001498611832475051
1.0,0.0,2.8,46.99685039370079,48.52283464566929,63066.333581509,50.341469620859044,0.9089587527705554,-0.0005346158546181374
