perfil,velocidade_kmh,frequencia_ghz,erro_estimativa,guard_band_sigma,tempo_coerencia_ms,freq_doppler_hz,correlacao_temporal,snr_db,ber,kdr
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,-5.0,36.037795275590554,43.01732283464567
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,-3.0,31.011023622047244,40.451181102362206
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,-1.0,25.607086614173227,37.886614173228345
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,1.0,20.18267716535433,35.00157480314961
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,3.0,15.059055118110237,31.858267716535433
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,5.0,10.77244094488189,24.634645669291338
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,7.0,7.5653543307086615,11.018897637795275
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,9.0,5.225984251968504,2.1110236220472443
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,11.0,3.4244094488188974,0.2440944881889764
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,13.0,2.274015748031496,0.0
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,15.0,1.468503937007874,0.0
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,17.0,0.9606299212598425,0.0
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,19.0,0.6141732283464567,0.0
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,21.0,0.37716535433070864,0.0
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,23.0,0.24645669291338582,0.0
pessoa_andando,5.0,2.4,0.15,0.3,16.114437988054405,11.11111111111111,0.9398301127377113,25.0,0.16299212598425197,0.0
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,-5.0,35.78031496062992,42.72677165354331
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,-3.0,30.76220472440945,40.27322834645669
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,-1.0,25.19212598425197,37.51259842519685
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,1.0,19.659055118110235,34.730708661417324
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,3.0,14.449606299212599,31.53070866141732
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,5.0,10.251968503937007,22.836220472440946
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,7.0,6.8440944881889765,7.414173228346456
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,9.0,4.681102362204724,0.8606299212598425
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,11.0,3.063779527559055,0.031496062992125984
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,13.0,1.9401574803149606,0.0
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,15.0,1.3141732283464567,0.0
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,17.0,0.7929133858267716,0.0
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,19.0,0.47244094488188976,0.0
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,21.0,0.33385826771653543,0.0
sensor_estatico,0.0,0.868,0.08,0.7,inf,0.0,1.0,23.0,0.2062992125984252,0.0
