guard_band_sigma,kdr_bob,ber_bob,ber_eve_raw,ber_eve_pos_bch,taxa_bits_bps,percentual_descartado,correlacao_h_bob,correlacao_h_eve
0.0,0.028346456692913385,2.7023622047244094,49.67401574803149,49.77244094488189,127000.0,0.0,0.9093792908548266,-0.0004233347763509018
0.1,0.0,2.734645669291339,49.922047244094486,50.008267716535435,118414.01512805543,6.760618009405173,0.9090496091218685,-7.629337667699305e-05
0.3,0.025196850393700787,2.748031496062992,50.06981627296588,50.089501312335955,102944.19923821375,18.941575402981293,0.9093598453820699,-0.0008520255239458328
0.5,0.01968503937007874,2.7661417322834647,49.91193740830072,49.79180939688856,89495.38739427661,29.531191028128656,0.9092127217222528,-0.00047406771167108296
0.7,0.0,2.7724409448818896,49.534645669291336,49.806299212598425,77803.55206142085,38.73736058155839,0.9089953573845279,0.00028944281874634806
1.0,0.030708661417322834,2.7086614173228347,46.8244094488189,48.30866141732283,63066.333581509,50.341469620859044,0.9091911508437052,0.0017451357227734432
